Type,Author,Source,Text
Stoic Peace,Marcus Aurelius,"Book 9, Section 11, Meditations","If you can, teach men better. If not, remember that the virtue of charity was given you to be used in such a case. Nay, the Gods are patient with them, and even aid them in their pursuit of some things such as health, wealth, and glory, so gracious are they! You may be so too. Who hinders you?"
Stoic Peace,Marcus Aurelius,"Book 9, Section 12, Meditations","Bear toil and pain, not as if wretched under it, nor as courting pity or admiration. Wish for one thing only; always to act or to refrain as social wisdom requires."
Stoic Peace,Marcus Aurelius,"Book 9, Section 13, Meditations","To-day I have escaped from all trouble; or rather I have cast out all trouble from me. For it was not without but within, in my own opinions."
Stoic Peace,Marcus Aurelius,"Book 9, Section 14, Meditations","All things are, in our experience, common; in their continuance but for a day; and in their matter sordid. All things now are as they were in the times of those we have buried."
Stoic Peace,Marcus Aurelius,"Book 9, Section 15, Meditations","Things stand without, by themselves, neither knowing or declaring aught to us concerning themselves. What is it then that pronounces upon them? The ruling part."
Stoic Peace,Marcus Aurelius,"Book 9, Section 16, Meditations","It is not in passive feeling, but in action, that the good and evil of the rational animal formed for society consists. Similarly his virtue or his vice lies not in feeling but in action."
Stoic Peace,Marcus Aurelius,"Book 9, Section 17, Meditations",To the stone thrown up it is no evil to fall; no good to rise.
Stoic Peace,Marcus Aurelius,"Book 9, Section 18, Meditations","Penetrate the souls of men, and you will see what judges you fear, and how they sit in judgment on themselves."
Stoic Peace,Marcus Aurelius,"Book 9, Section 19, Meditations","All things are in change. You yourself are under continual transmutation, and, in some sort, corruption. So is the whole universe."
Stoic Peace,Marcus Aurelius,"Book 9, Section 20, Meditations",Another's sin you must leave with himself.
Stoic Peace,Marcus Aurelius,"Book 9, Section 21, Meditations","The ceasing of any action, the extinction of any keen desire, or of any opinion, is as it were a death to them. This is no evil. Think again of the ages of your life; childhood, youth, manhood, old age. Each change of these was a death. Is there anything to dread here? Think now of your life as it was, first under your grandfather, then under your mother, then under your father; and, as you find there many other alterations, changes, and endings, ask yourself: Is there anything to dread here? Thus neither is there anything to dread in the cessation, ending, and change of your whole life."
Stoic Peace,Marcus Aurelius,"Book 9, Section 22, Meditations","Make swift appeal to your own ruling part, to that of the Universe, and to his who has offended you. To your own, that you may make it a mind disposed to justice; to that of the Universe, that you may remember of what you are a part; and to his, that you may know whether he has acted in ignorance or by design, and that you may also reflect that he is your kinsman."
Stoic Peace,Marcus Aurelius,"Book 9, Section 23, Meditations","You yourself are a part of a social system necessary to complete the whole. Accordingly, let your every action be a similar part of the social life. And if any action has not its reference, either immediate or distant, to the common good as its end, this action disorders your life and frustrates its unity. It is sedition like that of the man who, in a commonwealth, does all in his power to sever himself from the general harmony and concord."
Stoic Peace,Marcus Aurelius,"Book 9, Section 24, Meditations",Children's quarrels! Child's play! Poor spirits carrying about dead corpses! Such is our life. The 'Masque of the Dead' is intelligible by comparison.
Stoic Peace,Marcus Aurelius,"Book 9, Section 25, Meditations","Go to the quality of the cause; abstract it from the material, and contemplate it by itself. Determine then the time: how long, at furthest, this thing, of this peculiar quality, can naturally subsist."
Stoic Peace,Marcus Aurelius,"Book 9, Section 26, Meditations",You have endured innumerable sufferings by not being satisfied with your own ruling part when it does the things which it was formed to do. Enough then of that.
Stoic Peace,Marcus Aurelius,"Book 9, Section 27, Meditations","When another reproaches or hates you, or utters anything to that purpose; go to his soul; enter in there; and look what manner of man he is. You will see that you need not trouble yourself to make him think well or ill of you. Yet you should be kindly towards such men, for they are by nature your friends: and the Gods, too, aid them in all ways; by dreams, by oracles, and even in the things about which they are most eager."
Stoic Peace,Marcus Aurelius,"Book 9, Section 28, Meditations","The course of things in the world is ever the same; a continual rotation; up and down, from age to age. Either the Universal Mind exerts itself in every particular event, in which case you must accept what comes immediately from it: or it has exerted itself once and for all, and, as a result, all things go on for ever, in a necessary chain of consequence: or again atoms and indivisible particles are the origin of all things. In fine, if there be a God, all is well; and if there be only chance, you at least need not act by chance. The earth will presently cover us all; and then this earth will itself be changed into other forms, and these again into others, and so on without end. And, if any one considers how swiftly those changes and transmutations roll on, like one wave upon another, he will despise all things mortal."
Stoic Peace,Marcus Aurelius,"Book 9, Section 29, Meditations","The universal cause is like a winter torrent. It sweeps all along with it. How very little worth are those poor creatures who pretend to understand affairs of state, and imagine they unite in themselves the statesman and the philosopher! The frothy fools! Do you, O man! that which Nature now requires of you. Set about it if you have the means; and look not around you to see if any be taking notice, neither hope to realize Plato's Republic. Be satisfied if the smallest thing go well. Consider even such an event as no small matter. For who can change the opinions of men? And without change of opinion what is their state but a slavery, under which they groan, while they pretend to obey? Come now; speak of Alexander, Philip, and Demetrius of Phalerum. They know best whether they understood what the common nature required of them, and whether they trained themselves accordingly. But, if they designed only to play the tragic hero, no one has condemned me to do the like. The work of philosophy is simple and modest. Lead me not astray in pursuit of a vainglorious stateliness."
Stoic Peace,Marcus Aurelius,"Book 9, Section 30, Meditations","Look down, as from some eminence, upon the innumerable herds, the countless solemn festivals, the voyaging of every sort, in tempests and in calms; the different states of those who come into life, enter upon life's associations, and leave it in the end. Consider, too, the life which others have lived formerly, the life they will live after you, and the life that barbarous peoples are now living. How many of these know not even your name; how many will quickly forget it; how many are there who perhaps praise you now, but will shortly blame you. Reflect, then, that neither is surviving fame a thing of value; nor present glory; nor anything at all."
Stoic Peace,Marcus Aurelius,"Book 9, Section 31, Meditations","Let nothing due to a cause outside yourself disturb your calm. In the workings of the active principle within you let there be justice: that is a bent of will and a course of action which have social good as their one end, and so are suited to your nature."
Stoic Peace,Marcus Aurelius,"Book 9, Section 32, Meditations","You can suppress many of the superfluous troubles which beset you, for they lie wholly in your own opinion. By this you will give ample room and ease to your life. You may compass this end by comprehending the whole Universe in your judgment; by contemplating eternity; and by reflecting on the swift changes of individual things, thinking how short is the time from their birth to their dissolution, how immense the space of ages before that birth, how equally infinite the eternity which shall succeed that dissolution."
Stoic Peace,Marcus Aurelius,"Book 9, Section 33, Meditations",All things that you see will quickly perish; and those who behold them perishing are very soon themselves to die. And he who dies oldest will be in like case with him who dies before his time.
Stoic Peace,Marcus Aurelius,"Book 9, Section 34, Meditations","What manner of souls have these men? What is the end of their striving; and on what accounts do they love and honour? Imagine their souls naked before you. When they fancy that their censures hurt, or their praises profit us, how great is their self-conceit!"
Stoic Peace,Marcus Aurelius,"Book 9, Section 35, Meditations","Loss is naught but change; in change is the joy of universal Nature, and by her all things are ordered well. From the beginning of ages they have been shaped alike, and to all eternity they will be the same. How then can you say that all things have been, and ever will be evil; that among so many Gods there has been found no power to rectify; but that the Universe is condemned to endure the burden of never-ending ill?"
Stoic Peace,Marcus Aurelius,"Book 9, Section 36, Meditations","How corrupt is the material substance of every thing, water, dust, bones, and foulness! Again; marble is but the concrete humour of the earth, gold and silver its heavy dregs. Our garments are but hair, the purple dye blood. All else is of a like nature. Breath, too, is just the same, ever changing from this to that."
Stoic Peace,Marcus Aurelius,"Book 9, Section 37, Meditations",Enough of this wretched life: enough of repining and apish trifling. Why are you disturbed? Are any of these troubles new? What excites you so? Is it the cause? Then view it well. Is it the matter? View it also well. Besides these there is nothing. Wherefore at last act with more simplicity and goodness towards the Gods. Whether you look on this spectacle for a hundred years or for three it is the same.
Stoic Peace,Marcus Aurelius,"Book 9, Section 38, Meditations","If he has done wrong, the evil is with him: and perhaps, too, he has not done wrong."
Stoic Peace,Marcus Aurelius,"Book 9, Section 39, Meditations","Either all things proceed from one source of intelligence and come together in one body, in which case the part must not complain of what comes about for the benefit of the whole; or all is atoms, and there is nothing else but confused mixture and dissipation. Why then are you disturbed? Say to your soul: ""Thou art dead: thou art rotten: thou hast turned beast, joined the herd, and dost feed along with them."""
Stoic Peace,Marcus Aurelius,"Book 9, Section 40, Meditations","Either the Gods have power or they have none. If they have no power, why do you pray? If they have power, why do you not choose to pray to them for power neither to fear, nor to desire, nor to be grieved over any of these external things, rather than for their presence or their absence? Surely, if the Gods can aid man at all, they can aid him in this. But perhaps you will say ""the Gods have put this in my own power."" Then is it not better to use that which is in your own power and preserve your liberty, than to set your heart on what is beyond your power and become an abject slave? And who has told you that the Gods aid us not in these things also which are in our power? Begin to pray about them and you will see. One man prays: ""May I possess that woman!"" Do you pray: ""May I have no wish to possess her!"" Another prays: ""May I be delivered from so and so!"" Pray you: ""May I not need to be delivered from him!"" A third cries: ""May I not lose my child!"" Let your prayer be: ""May I not fear to lose him!"" In fine, turn your prayers this way, and observe what comes of it."
Stoic Peace,Marcus Aurelius,"Book 9, Section 41, Meditations","Epicurus says: ""In my sickness my conversations were not about the diseases of this poor body; nor did I speak of any such things to those who came to me. I continued to discourse as before on the principles of natural Philosophy, and was chiefly intent on the problem of how the mind, though it partakes in the violent commotions of the flesh, might remain undisturbed and keep guard on its own proper excellence. I permitted not the physicians,"" he continues, ""to magnify their office, and vaunt themselves as if they were doing-something of great moment, but my life continued pleasant and happy."" What he did then, in sickness, do you also if ye fall ill, or suffer any other misfortune. Never to depart from your philosophy whatever befalls you, never to join in the folly of the vulgar and the ignorant, is a maxim common to all the schools. Give your mind only to the business now in hand and to the means whereby it is to be accomplished."
Stoic Peace,Marcus Aurelius,"Book 9, Section 42, Meditations","When you are offended by the shamelessness of any man, straightway ask yourself: Can the world exist without shameless men? It cannot. Therefore do not demand what is impossible. Your enemy also is one of these shameless people who must needs be in the universe. Have the same question also at hand when you are shocked at craft, or perfidy, or any other sin. For while you remember that it is impossible that the class should not exist, you will be more charitable to each particular individual. It is useful also to have this reflection ready: What virtue has nature given to man wherewith to combat this fault? Against unreason she has given meekness as an antidote; against another weakness another power. You are also at full liberty to set right one who has wandered; now every wrong-doer is missing his proper aim and has gone astray. And then, in what are you injured? You will find that none of those at whom you are exasperated have done anything whereby your intellectual part was like to be the worse. Now anything which can really harm or hurt you has its subsistence there, and there alone. And wherein is it strange or evil that the man untaught acts after his kind? Look if you ought not rather to blame yourself for not having laid your account with his being guilty of such faults. Your reason gave you the means to conclude that it was probable that he would do this wrong; you forgot, and yet wonder that he has done it. But above all, when you are blaming any one for faithlessness or ingratitude, turn to yourself. The fault lies manifestly with you, if you trusted that a man of such a disposition could keep faith; or if, when you granted the favour, you did not grant it without ulterior views, and on the principle that the complete and immediate reward of your action lay in the doing of it. What would you more, when you have done a man a kindness? Is it not enough for you that you have acted in this according to your nature? Do you ask a reward for it? It is as if the eye were to ask a reward for seeing, or the feet for walking. For just as these parts are formed for a certain purpose, which when they fulfil according to their proper structure, they attain their proper end; so man, formed by nature to do kindness to his fellows, whenever he acts kindly, or in any other way works for the common good, has fulfilled the purpose of his creation, and has possession of what is his own. END OF THE NINTH BOOK."
Stoic Peace,Marcus Aurelius,"Book 10, Section 1, Meditations","Wilt thou ever, O my soul, be good and single, and one, and naked, more open to view than the body which surrounds thee? Wilt thou ever taste of the loving and satisfied temper? Wilt thou ever be full and without wants, setting thy heart on nothing, animate or inanimate, for the enjoyment of pleasure; not desiring time for longer enjoyment; nor place, nor country, nor fine climate, nor congenial company? Wilt thou be satisfied with thy present state, and well pleased with every present circumstance? Wilt thou persuade thyself that all things are thine; that all is well with thee; that all comes to thee from the Gods; and that what is best for thee is what they are pleased to give, now and henceforth, for the preservation of that perfected being, which is good, just, and beautiful; which generates, combines, embraces, and includes all fleeting things that dissolve to bring forth others like themselves? Wilt thou never be able to live a fellow citizen with Gods and men, approving them and by them approved?"
Stoic Peace,Marcus Aurelius,"Book 10, Section 2, Meditations","In so far as you are governed by nature only, observe carefully what nature demands; then do that freely, if thereby your nature as a living being be not made worse. Next you must consider what the nature of a living being demands, and allow yourself everything of this kind by which your nature as a rational being is not made worse. Now it is plain that what is rational is also social. Therefore follow these rules and trouble no further."
Stoic Peace,Marcus Aurelius,"Book 10, Section 3, Meditations","Whatever happens, Nature has either formed you able to bear it or unable. If able, then bear it as Nature has made you able, and fret not. If unable, yet do not fret, for when the trial has consumed you it too will pass away. Remember, however, that Nature has made you able to bear whatever it is in the power of your own opinion to make endurable or tolerable, if only you conceive it profitable or fit to be borne."
Stoic Peace,Marcus Aurelius,"Book 10, Section 4, Meditations","If a man is going wrong, instruct him kindly, and shew him his mistake. If you are unable to do this, blame yourself or none."
Stoic Peace,Marcus Aurelius,"Book 10, Section 5, Meditations",Whatever happens to you was prearranged for you from all eternity; and the concatenation of causes had from eternity interwoven your existence with this contingency.
Stoic Peace,Marcus Aurelius,"Book 10, Section 6, Meditations","Whether all be atoms, or there be a universal Law of Nature, let it be laid down first that I am a part of the whole which is governed by Nature; secondly, that I am associated with other parts like myself. Mindful of this, since I am a part, I shall not be dissatisfied with anything appointed me by the whole. For nothing is hurtful to the part which is profitable to the whole, since the whole contains nothing unprofitable to itself. All natural systems have this law in common, and the system of the Universe has another law besides; namely that it cannot be forced by any external cause to produce anything hurtful to itself. If therefore I remember that I am part of such a whole, I shall be satisfied with all that flows therefrom. And, inasmuch as I am associated with parts like myself, I will do nothing unsocial; but rather draw to my kind, turn my every endeavour to the public good, and shun the contrary. In such a course my life must needs run well, just as you would hold that the life of a citizen runs well when he passes on from one public-spirited action to another, and throws himself heartily into every task appointed him by the State."
Stoic Peace,Marcus Aurelius,"Book 10, Section 7, Meditations","The parts of the whole, I mean the parts which are contained in the Universe, must necessarily perish; ""perish,"" let us say, meaning change. Now, if it be a necessary evil for the parts to perish, it could not be well for the whole that its parts should tend to change and be constructed to perish in various ways. Did Nature then set out to injure her own constituent parts, making them so that they are liable to evil and of necessity fall into it; or did it escape her notice that this comes to pass? Both suppositions are incredible. And if, dropping the notion of Nature, one were merely to put it that things are constituted so, then how ridiculous at the same time to say that the parts of the Universe are constituted so as to change, and also to wonder and fret at change or dissolution, as if it were something against the course of Nature; especially as everything is dissolved into the elements out of which it arose. For there is either a scattering of the elements of which a thing was constructed, or a conversion of these, of the solid into earth, of the spiritual into air. So that these constituents are resumed into the system of the Universe, which either undergoes periodical conflagration, or is renewed by never-ending changes. And do not imagine that you had all your earthy and aerial matter from your birth. For the whole of this was an accession of yesterday or the day before, from your food and from the air you breathed. It is this accession which changes, and not what your mother bore. And granting that this recent accession may incline you more to what is individual in your constitution; yet, I think, it alters nothing of what has just been said."
Stoic Peace,Marcus Aurelius,"Book 10, Section 8, Meditations","Having taken to yourself these titles: good, modest, true, prudent, even-tempered and magnanimous, look to it that you change them not; and, if you should come to lose them, seek them straightway again. And remember that prudence means for you reasoned observation of all things, and careful attention; even temper, cheerful acceptance of the lot appointed by universal Nature; magnanimity, the exaltation of the thinking part above any pleasant or painful commotions of the flesh, above vain-glory, above death and all such things. If you steadfastly maintain yourself in these titles, with no hankering after hearing them given to you by others, you will be a new man, and a new life will open for you. For to continue as you have been till now, in the same life of distraction and defilement, would mark you as a man devoid of sense, who clings to life like the half-eaten beast-fighters, who, though covered with wounds and gore, do yet appeal to be reserved until tomorrow, to be cast again in their wretchedness to the claws and fangs that lacerated them before. Take your stand then on these few titles; and if you are able to abide in them, abide, as one removed to the Islands of the Blest. But if you perceive that you are falling away, and cannot prevail; have the courage to retire into some corner where you may hope to prevail, or else depart from life altogether, not in anger but in all simplicity, freedom, and modesty, having done at least one thing in life well, by so leaving it. Now it will greatly help you to be mindful of your titles, if you recollect that the Gods desire not adulation, but that reasoning beings should grow in likeness to themselves; and further that a fig tree is set to bear figs, a dog to hunt, a bee to gather honey, and a man to do a man's work."
Stoic Peace,Marcus Aurelius,"Book 10, Section 9, Meditations","Mimes, war, panic, sloth, servility, will wipe out the sacred maxims which you have gathered by observing Nature and stored in your mind. You ought to look and act in every case so that not only shall the task before you be accomplished, but also your theoretic faculty exercised, and the self-confidence which springs from special knowledge preserved without ostentation or affected concealment. Will you ever attain to simplicity; to dignity; to a perfect discrimination in every case as to what a thing really is, what its true place in the Universe, what the time it may endure, what its composition, to whom it may belong, and who can give and take it away?"
Stoic Peace,Marcus Aurelius,"Book 10, Section 10, Meditations","The spider exults when he has captured a fly; one man because he has taken a little hare, another because he has netted an anchovy, another because he has hunted down a wild boar or a bear; and another because he has conquered the Sarmatians. But are they not brigands all, if you look to their principles."
Stoic Peace,Marcus Aurelius,"Book 10, Section 11, Meditations","Acquire a method of perceiving how all things change into one another. Pursue this branch of Philosophy and continually exercise yourself therein. There is nothing so proper as this for cultivating greatness of mind. He who does so has already put off the body; and, having realized how soon he must depart from among men and leave all earthly things behind him, he resigns himself entirely to justice in all his own actions, and to the law of the Universe in everything else which happens. As for what any one may say or think of him or do against him, he gives it not a thought, but contents himself with these two things: to do justly what he has in hand, and to love the lot appointed for him. Such a man has thrown off all hurry and bustle; and has no other will but this, to keep the straight path according to the law, and to follow God whose path is ever straight."
Stoic Peace,Marcus Aurelius,"Book 10, Section 12, Meditations","What need for suspicion when it is open for you to consider what ought to be done? If you see your way, proceed in it calmly, inflexibly. If you do not see it, pause and consult the best advisers. If any other obstacle arise, proceed with prudent caution, according to the means you have; keeping always close to what appears just. That is the best to which you can attain: and failure in that is the only proper miscarriage. He who in everything follows reason is always at leisure, yet ever ready for action, always cheerful, yet composed."
Stoic Peace,Marcus Aurelius,"Book 10, Section 13, Meditations","As soon as you awake ask yourself: Will it be of consequence to you if what is just and good be done by some other man? It will not. Have you forgotten what manner of men in bed and at table are those who make such display in praise and blame of others; what they do, what they shun and what they pursue; how they steal and how they rob, not with hands and feet but with their most precious part, whereby, if a man will, he may gain faith, modesty, truth, law, a good directing spirit?"
Stoic Peace,Marcus Aurelius,"Book 10, Section 14, Meditations","To Nature, which gives and again resumes all things, the well-instructed, modest man will say: ""Give what thou wilt; take again what thou wilt."" And this he says, not with ostentation, but out of pure obedience and good will to Nature."
Stoic Peace,Marcus Aurelius,"Book 10, Section 15, Meditations","What remains to you of this life is little. Live as on a mountain. For it makes no difference whether we live here or there, provided we live like citizens everywhere in the world. Let men see and know you as a man indeed, living according to Nature. If they cannot endure you, let them slay you. It is better so than to live as they live."
Stoic Peace,Marcus Aurelius,"Book 10, Section 16, Meditations",Discourse no more of what a good man should be; but be one.
Stoic Peace,Marcus Aurelius,"Book 10, Section 17, Meditations","Constantly imagine all time and all existence; and think that every individual thing is in substance a fig seed, and in time the turn of an auger."
Stoic Peace,Marcus Aurelius,"Book 10, Section 18, Meditations","Consider each of the things around you as already dissolving, in a state of change, and as it were corrupting and being dissipated, or as, one and all, formed by Nature to die."
Stoic Peace,Marcus Aurelius,"Book 10, Section 19, Meditations","What sort of men are they when they are eating, sleeping, procreating, easing nature, and the like? Then see them lording it over their fellows, puffed up with pride, angry, or issuing judgments from on high! To how many were they slaves but lately, and why! And in what case will they shortly be?"
Stoic Peace,Marcus Aurelius,"Book 10, Section 20, Meditations",That is for the advantage of every man which is brought by universal Nature; and for his advantage at the very time at which she brings it.
Stoic Peace,Marcus Aurelius,"Book 10, Section 21, Meditations","""Earth loves the rain;"" ""and the majestic Ether loves."" The Universe loves to bring about whatever is coming to be. I then will say to the Universe: ""What thou lovest I love."" Is it not a common saying that, ""so-and-so loves to happen?"""
Stoic Peace,Marcus Aurelius,"Book 10, Section 22, Meditations","Either you are living here your accustomed life; or you are going abroad, and that at your own will: or you are dying, and your public office is discharged. Now, besides these there is nothing. Be therefore of good courage."
Stoic Peace,Marcus Aurelius,"Book 10, Section 23, Meditations","Keep this ever clear before you: that a country retreat is just like any other place. All things here go the same as on a mountain top, or on the sea beach, or where you will. You may always find that life of the wise man who, in Platonic phrase, ""makes the city wall serve him for a shepherd's fold on the mountains."""
Stoic Peace,Marcus Aurelius,"Book 10, Section 24, Meditations","What is my soul to me? What am I making of it, and to what purpose am I now using it? Is it void of understanding? Is it loosened and rent from the great community? Is it glued to, and mingled with, the flesh so as to follow each fleshly motion?"
Stoic Peace,Marcus Aurelius,"Book 10, Section 25, Meditations","Whoever flies from his master is a runaway. Our master is the law, and the law-breaker is a runaway; and so is he also who through grief, or anger, or fear will not acquiesce in something that has happened, is happening, or will happen, in the course of things predestined by the all-ruling power which is the law, laying down for every man what is proper for him. He then who is afraid or grieved or angry, is a runaway."
Stoic Peace,Marcus Aurelius,"Book 10, Section 26, Meditations","He who has cast seed into the womb departs; another cause takes and works upon it and completes the child. How wonderful the result from such a beginning! The child, again, takes food down its throat; another cause takes and transforms it into sensation, motion, in a word into life and strength and other things, how many and surprising! Consider then these things happening in such hidden ways, and view the power which produces them just as we perceive the gravitation and levitation of bodies; not indeed with our eyes, yet none the less clearly."
Stoic Peace,Marcus Aurelius,"Book 10, Section 27, Meditations","Continually reflect that all that is happening now happened exactly in the same way before; and reflect that the like will happen again. Place before your eyes all that you have ever known from your own experience or from ancient history; dramas and scenes, all similar; such as the whole court of Hadrianus, the whole court of Antoninus, the whole court of Philip, of Alexander, of Croesus. All these were similar, only the actors different."
Stoic Peace,Marcus Aurelius,"Book 10, Section 28, Meditations","Imagine every one who is grieved or storms about anything whatever, to be like the pig in a sacrifice, which kicks and screams under the knife. Such, too, is he who, on his couch, deplores in silence, by himself, that we are all tied to our fate. Reflect also that only to a rational being is it given to submit to what happens willingly; the bare submission is a necessity upon all."
Stoic Peace,Marcus Aurelius,"Book 10, Section 29, Meditations","Look attentively on each particular thing you do, and ask yourself if death be a terror because it deprives you of this."
Stoic Peace,Marcus Aurelius,"Book 10, Section 30, Meditations","When you are offended at any one's fault, turn at once to yourself and consider of what similar fault you yourself are guilty; such as esteeming for good things, money, pleasure, a little glory, or the like. By fixing your attention on this you will speedily forget your anger, especially if it occur to you that he acts under compulsion and cannot do otherwise; else, if it be in your power, relieve him from the compulsion."
Stoic Peace,Marcus Aurelius,"Book 10, Section 31, Meditations","When you have seen Satyrio the Socratic, think of Eutyches or Hymen; when you have seen Euphrates, think of Eutychio or Silvanus. When Alciphron comes before you, think of Tropaeophorus; and when Xenophon think of Crito or Severus. When you look upon yourself think of any of the Caesars, and with every man likewise. Then let this occur to you: Where, now, are these? Nowhere; or who can tell? For thus you will see all human things to be smoke and nothingness; especially if you call to mind that what has once been changed will never exist again through all the infinity of time. Why then this concern? And why does it not suffice you to live out your short span in well ordered wise? What material, what a subject for Philosophy you are shunning! For what are all earthly things but exercises for the rational power, when it has viewed all things that occur in life accurately and in their natural order? Abide then until you have assimilated all these things, as a strong stomach assimilates every variety of food, as a bright fire turns whatever you throw upon it into flame and radiance."
Stoic Peace,Marcus Aurelius,"Book 10, Section 32, Meditations","Let no man have it in his power to say with truth of you that you are not a man of simplicity, candour, and goodness. But let him prove to be mistaken who holds any such opinion of you. This is quite in your power; for who shall hinder you from being good and single-hearted? Only do you determine to live no longer if you cannot be such a man; for neither does reason require, in that case, that you should."
Stoic Peace,Marcus Aurelius,"Book 10, Section 33, Meditations","In the present matter what is the soundest that can be done or said? For, whatever that may be, you are at liberty to do or say it. Make no excuses as if hindered. You will never cease from groaning until your disposition is such that what luxury is to men of pleasure, that to you is doing what is suitable to the constitution of man on every occasion that is thrown or falls in your way. You should regard as enjoyment everything which you are at liberty to do in accordance with your own proper nature; and this liberty you have everywhere. Now to the cylinder it is not given to move everywhere with its proper motion; nor to water, nor to fire, nor to any other thing that is governed by a natural law only, or by a soul irrational; for there are many circumstances which constrain and stop them. But intelligent reason can pursue through every obstacle the course for which it was created, and which it wills to follow. Set before your eyes this ease with which reason makes its way through all obstacles, as fire goes upwards, a stone downwards, or a cylinder down a slope, and seek for nothing further. The rest of man's difficulties are merely of the body, the lifeless part of him; or else they are such as cannot crush, or in any way injure him save through opinion, or the surrender of reason itself: otherwise he who suffered by them would himself straightway become evil. In the case of all other organisms, when mishap befalls, the sufferer is thereby rendered worse. But in this respect it may be said that a man becomes better and more praiseworthy by rightly using his circumstances. In fine, remember that nothing which hurts not the city hurts the man who is by nature a citizen; nor does that hurt the city which hurts not the law. Now, none of the things called misfortunes can hurt the law. Accordingly, what hurts not the law can hurt neither city nor citizen."
Stoic Peace,Marcus Aurelius,"Book 10, Section 34, Meditations","To the man who is penetrated with true principles, the shortest, the most common hint is a sufficient memorial to keep him free of sorrow and fear. Such as:-- Some leaves the winds blow down: the fruitful wood Breeds more meanwhile, which in springtide appear. Of men thus ends one race, while one is born. Your children are leaves; leaves, too, the creatures who confidently cry aloud and deal out eulogy, or, it may be, curses; or who carp and jeer in secret. Leaves, likewise, are they who transmit our fame to posterity. All these ""in springtide appear;"" then the wind shakes them down, and the forest grows more to take their places. Shortness of life is common to all things, yet you shun and pursue them, as though they were to have no ending. But a little and you will fall asleep; and anon others shall mourn for him who carried your bier."
Stoic Peace,Marcus Aurelius,"Book 10, Section 35, Meditations","The healthy eye ought to look on everything visible, and not to say, ""I want green,"" like an eye that is diseased. Sound hearing or sense of smell ought to be ready for all that can be heard or smelt; and the healthy stomach should be equally disposed for all sorts of food, as a mill for all that it was built to grind. So also the healthy mind should be ready for all things that happen. That mind which says, ""Let my children be spared, and let men applaud my every action,"" is as an eye which begs for green, or as teeth which require soft food."
Stoic Peace,Marcus Aurelius,"Book 10, Section 36, Meditations","There is no man so happily fated but that when he is dying some bystander will rejoice at the doom which is coming upon him. Were he a virtuous and wise man; will not some one at the last say within himself: ""At last I shall breathe freely, unoppressed by this pedagogue. He was not indeed hard on any of us; but I always felt that he tacitly condemned us""? This they would say of a good man. But, in my own case, how many more reasons are there why a multitude would rejoice to be rid of me? You will reflect on this when dying, and depart with the less regret when you consider: ""I am leaving a life from which my very partners, for whom I toiled, and prayed, and planned, are wishing me to begone; hoping, it may be, to gain some additional advantage from my departure."" Why then should one strive for a longer sojourn here? Yet let not your parting with them be less pleasant on this account. Preserve your own character, remain to them friendly, benevolent, gracious. On the other hand, depart from your fellow-men, not as if torn away; but let your going be like that of one who dies an easy death, whose soul is gently released from the body. Nature knit and cemented you to your fellows, but now she parts you from them. I part, then, as from relations, not reluctant, but unconstrained. For death, too, is a thing accordant with nature."
Stoic Peace,Marcus Aurelius,"Book 10, Section 37, Meditations","Accustom yourself as much as possible, when any one takes any action, to consider only: To what end is he working? But begin at home; and examine yourself first of all."
Stoic Peace,Marcus Aurelius,"Book 10, Section 38, Meditations","Remember that the mover of the puppet strings is the hidden principle within. It is that which is eloquence; that which is life; that, if I may say so, which is the man. Never, in your imagination, confound that principle with the surrounding earthen vessel and the little organs that are kneaded on to it. Excepting that they grow upon us, they are like the carpenter's axe; since, without the moving and restraining principle, none of these parts in itself is of any greater service than the shuttle to the weaver, the pen to the writer, or the whip to the charioteer. END OF THE TENTH BOOK."
Stoic Peace,Marcus Aurelius,"Book 11, Section 1, Meditations","These are the characteristics of the rational soul: It beholds itself; it regulates itself in every part; it fashions itself as it wills; the fruit it bears itself enjoys, whereas the products of plants and of the lower animals are enjoyed by others. It reaches its individual end, wheresoever the close of life may overtake it. In a dance or an actor's part any interruption spoils the completeness of the whole action. Not so with the rational soul. At whatever point in its action, or wheresoever it is overtaken by death, it makes its part complete and all-sufficient; so that it can say, ""I have received what is mine."" Also it ranges through the whole universe, and the void around it, and discerns its plan. It stretches forth into limitless eternity, and grasps the periodical regeneration of all things, seeing and comprehending that those who come after us will see nothing new, and that those that went before saw no more than we have seen. Nay, a man of forty, of any tolerable understanding, has, because of the uniformity of things, seen, in a manner, all that has been or will be. Characteristic of the rational soul also are:--Love to all around us, truth, modesty; and respect for itself above all other things, which is characteristic also of the general law. Thus there is no discordance between right reason and the reason of justice."
Stoic Peace,Marcus Aurelius,"Book 11, Section 2, Meditations","You will think little of a pleasing song, a dance, or a gymnastic display, if you analyse the melody into its separate notes, and ask yourself regarding each, ""Does this impress me?"" You will blush to own it; and so also if you analyse the dance into its single motions and postures, and if you similarly treat the gymnastic display. In general then, except as regards virtue and virtuous action, remember to recur to the constituent parts of things, and by dissecting to despise them; and transfer this practice to life as a whole."
